workerid,proliferate.condition,chosen_continuation,exp_continuation,id,order,prompt,response,type,unexp_continuation,catch_trials,condition,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.other_language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
823,cond58,The cocktail that he likes was sold out.,The cocktail that he likes was sold out.,7_beer_managed_failed_nonref,0,Sam managed to order a beer at the bar but failed to order a cocktail.,exp,managed_failed,The beer that he likes was sold out.,[],58,24,Yes,,3,2,$0.50,Other,English,,No,Chrome,Linux,892,412,1.4997333333333334,
823,cond58,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],58,24,Yes,,3,2,$0.50,Other,English,,No,Chrome,Linux,892,412,1.4997333333333334,
823,cond58,and it was delivered the next day.,and it was delivered the next day.,13_bed_affirmative,1,Luke bought a bed,exp,affirmative,and it's not a big deal.,[],58,24,Yes,,3,2,$0.50,Other,English,,No,Chrome,Linux,892,412,1.4997333333333334,
823,cond58,His bag was very colorful.,His bag was very colorful.,10_hat_affirmative_negation_ref,0,Chris knitted a bag but he didn't knit a hat.,exp,affirmative_negation,His hat was very colorful.,[],58,24,Yes,,3,2,$0.50,Other,English,,No,Chrome,Linux,892,412,1.4997333333333334,
1207,cond58,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
1207,cond58,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
1207,cond58,The cocktail that he likes was sold out.,The cocktail that he likes was sold out.,7_beer_managed_failed_nonref,0,Sam managed to order a beer at the bar but failed to order a cocktail.,exp,managed_failed,The beer that he likes was sold out.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
1207,cond58,and it was delivered the next day.,and it was delivered the next day.,13_bed_affirmative,1,Luke bought a bed,exp,affirmative,and it's not a big deal.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
1207,cond58,and it is a real page-turner.,and it's not a big deal.,4_book_modal,1,Susan wants to publish a book,unexp,modal,and it is a real page-turner.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
1207,cond58,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
1207,cond58,His bag was very colorful.,His bag was very colorful.,10_hat_affirmative_negation_ref,0,Chris knitted a bag but he didn't knit a hat.,exp,affirmative_negation,His hat was very colorful.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
1207,cond58,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],58,54,Yes,,3,1,.50,Male,English,,no,Chrome,Windows,1440,2560,1.4693,
935,cond5,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
935,cond5,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
935,cond5,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
935,cond5,and it arrived three days after she sent it.,and it's not a big deal.,9_letter_modal,1,Carolyn wants to write a letter to her parents,unexp,modal,and it arrived three days after she sent it.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
935,cond5,It follows him everywhere he goes.,It follows him everywhere he goes.,1_dog_know,0,I know that John owns a dog.,exp,know,It's not a big deal.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
935,cond5,The gin tonic would have required additional ingredients.,The gin tonic would have required additional ingredients.,14_gin_modal_affirmative_nonref,1,Dan wanted to drink a gin tonic but he drank a manhattan.,exp,modal_affirmative,The manhattan would have required additional ingredients.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
935,cond5,The monkey was much taller than she expected.,The monkey was much taller than she expected.,3_bear_failed_managed_ref,0,Carol failed to see a bear at the zoo but managed to see a monkey.,exp,failed_managed,The bear was much taller than she expected.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
935,cond5,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],5,35,Yes,great experiment,3,2,.50,Female,English,,none,Chrome,Mac,800,1280,2.58015,
813,cond5,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
813,cond5,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
813,cond5,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
813,cond5,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
813,cond5,The gin tonic would have required additional ingredients.,The gin tonic would have required additional ingredients.,14_gin_modal_affirmative_nonref,1,Dan wanted to drink a gin tonic but he drank a manhattan.,exp,modal_affirmative,The manhattan would have required additional ingredients.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
813,cond5,The monkey was much taller than she expected.,The monkey was much taller than she expected.,3_bear_failed_managed_ref,1,Carol failed to see a bear at the zoo but managed to see a monkey.,exp,failed_managed,The bear was much taller than she expected.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
813,cond5,It follows him everywhere he goes.,It follows him everywhere he goes.,1_dog_know,1,I know that John owns a dog.,exp,know,It's not a big deal.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
813,cond5,and it arrived three days after she sent it.,and it's not a big deal.,9_letter_modal,1,Carolyn wants to write a letter to her parents,unexp,modal,and it arrived three days after she sent it.,[],5,32,Yes,,2,2,.50,Female,English,,None,Chrome,Windows,768,1366,1.41195,
692,cond5,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
692,cond5,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
692,cond5,The gin tonic would have required additional ingredients.,The gin tonic would have required additional ingredients.,14_gin_modal_affirmative_nonref,1,Dan wanted to drink a gin tonic but he drank a manhattan.,exp,modal_affirmative,The manhattan would have required additional ingredients.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
692,cond5,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
692,cond5,The monkey was much taller than she expected.,The monkey was much taller than she expected.,3_bear_failed_managed_ref,0,Carol failed to see a bear at the zoo but managed to see a monkey.,exp,failed_managed,The bear was much taller than she expected.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
692,cond5,It follows him everywhere he goes.,It follows him everywhere he goes.,1_dog_know,1,I know that John owns a dog.,exp,know,It's not a big deal.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
692,cond5,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
692,cond5,and it's not a big deal.,and it's not a big deal.,9_letter_modal,0,Carolyn wants to write a letter to her parents,exp,modal,and it arrived three days after she sent it.,[],5,37,Yes,"I hesitated on the one about the guy who had a dog. I feel like either of the sentences could work, depending on the context of the conversation, but since the directions said ""most likely"" I figured it would have to be a more common scenario.",2,2,.40,Female,english,none,no,Chrome,Windows,768,1366,4.3885,
1065,cond5,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1065,cond5,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1065,cond5,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1065,cond5,The gin tonic would have required additional ingredients.,The gin tonic would have required additional ingredients.,14_gin_modal_affirmative_nonref,1,Dan wanted to drink a gin tonic but he drank a manhattan.,exp,modal_affirmative,The manhattan would have required additional ingredients.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1065,cond5,It follows him everywhere he goes.,It follows him everywhere he goes.,1_dog_know,0,I know that John owns a dog.,exp,know,It's not a big deal.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1065,cond5,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1065,cond5,The monkey was much taller than she expected.,The monkey was much taller than she expected.,3_bear_failed_managed_ref,0,Carol failed to see a bear at the zoo but managed to see a monkey.,exp,failed_managed,The bear was much taller than she expected.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1065,cond5,and it arrived three days after she sent it.,and it's not a big deal.,9_letter_modal,1,Carolyn wants to write a letter to her parents,unexp,modal,and it arrived three days after she sent it.,[],5,36,Yes,,4,2,.50,Female,English,None,No,Safari,iPhone/iPod,896,414,1.3299666666666667,
1215,cond5,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
1215,cond5,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
1215,cond5,and it's not a big deal.,and it's not a big deal.,9_letter_modal,1,Carolyn wants to write a letter to her parents,exp,modal,and it arrived three days after she sent it.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
1215,cond5,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
1215,cond5,The monkey was much taller than she expected.,The monkey was much taller than she expected.,3_bear_failed_managed_ref,0,Carol failed to see a bear at the zoo but managed to see a monkey.,exp,failed_managed,The bear was much taller than she expected.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
1215,cond5,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
1215,cond5,It follows him everywhere he goes.,It follows him everywhere he goes.,1_dog_know,1,I know that John owns a dog.,exp,know,It's not a big deal.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
1215,cond5,The gin tonic would have required additional ingredients.,The gin tonic would have required additional ingredients.,14_gin_modal_affirmative_nonref,0,Dan wanted to drink a gin tonic but he drank a manhattan.,exp,modal_affirmative,The manhattan would have required additional ingredients.,[],5,45,Yes,,3,2,".25 cents, I would say",Male,English,,"No, everything ran really smoothly in the study",Chrome,Windows,1536,2731,2.1970666666666667,
924,cond36,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
924,cond36,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
924,cond36,and it made a fantastic dinner.,and it's not a big deal.,11_cod_modal,0,Sarah wants to catch a cod,unexp,modal,and it made a fantastic dinner.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
924,cond36,The cocktail was served in a plastic cup.,The cocktail was served in a plastic cup.,7_beer_negation_affirmative_ref,0,Sam didn't order a beer at the bar but he ordered a cocktail.,exp,negation_affirmative,The beer was served in a plastic cup.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
924,cond36,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
924,cond36,The card would have arrived too late.,The letter would have arrived too late.,9_letter_doubt_know_nonref,1,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card.,unexp,doubt_know,The card would have arrived too late.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
924,cond36,It was taller than she expected.,It was taller than she expected.,3_bear_know,1,I know that Carol saw a bear at the zoo.,exp,know,It's not a big deal.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
924,cond36,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],36,38,Yes,none,2,2,10,Male,english,english,none,Firefox,Windows,768,1366,2.1532666666666667,
1184,cond36,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
1184,cond36,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
1184,cond36,The cocktail was served in a plastic cup.,The cocktail was served in a plastic cup.,7_beer_negation_affirmative_ref,1,Sam didn't order a beer at the bar but he ordered a cocktail.,exp,negation_affirmative,The beer was served in a plastic cup.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
1184,cond36,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
1184,cond36,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
1184,cond36,The letter would have arrived too late.,The letter would have arrived too late.,9_letter_doubt_know_nonref,1,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card.,exp,doubt_know,The card would have arrived too late.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
1184,cond36,and it made a fantastic dinner.,and it's not a big deal.,11_cod_modal,0,Sarah wants to catch a cod,unexp,modal,and it made a fantastic dinner.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
1184,cond36,It was taller than she expected.,It was taller than she expected.,3_bear_know,0,I know that Carol saw a bear at the zoo.,exp,know,It's not a big deal.,[],36,61,Yes,,3,1,sure,Male,English,,No,Chrome,Mac,1440,2560,1.2067,
762,cond36,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
762,cond36,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
762,cond36,and it's not a big deal.,and it's not a big deal.,11_cod_modal,1,Sarah wants to catch a cod,exp,modal,and it made a fantastic dinner.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
762,cond36,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
762,cond36,The cocktail was served in a plastic cup.,The cocktail was served in a plastic cup.,7_beer_negation_affirmative_ref,0,Sam didn't order a beer at the bar but he ordered a cocktail.,exp,negation_affirmative,The beer was served in a plastic cup.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
762,cond36,It was taller than she expected.,It was taller than she expected.,3_bear_know,1,I know that Carol saw a bear at the zoo.,exp,know,It's not a big deal.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
762,cond36,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
762,cond36,The letter would have arrived too late.,The letter would have arrived too late.,9_letter_doubt_know_nonref,0,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card.,exp,doubt_know,The card would have arrived too late.,[],36,34,Yes,,4,1,.50,Female,English,French,No,Chrome,Linux,892,412,1.9024833333333333,
1053,cond36,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1053,cond36,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1053,cond36,and it made a fantastic dinner.,and it's not a big deal.,11_cod_modal,1,Sarah wants to catch a cod,unexp,modal,and it made a fantastic dinner.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1053,cond36,The cocktail was served in a plastic cup.,The cocktail was served in a plastic cup.,7_beer_negation_affirmative_ref,1,Sam didn't order a beer at the bar but he ordered a cocktail.,exp,negation_affirmative,The beer was served in a plastic cup.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1053,cond36,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1053,cond36,The letter would have arrived too late.,The letter would have arrived too late.,9_letter_doubt_know_nonref,1,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card.,exp,doubt_know,The card would have arrived too late.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1053,cond36,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1053,cond36,It was taller than she expected.,It was taller than she expected.,3_bear_know,1,I know that Carol saw a bear at the zoo.,exp,know,It's not a big deal.,[],36,28,Yes,,3,1,.50,Female,English,none,No,Firefox,Windows,1080,1920,1.4963166666666667,
1313,cond36,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1313,cond36,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1313,cond36,and it made a fantastic dinner.,and it's not a big deal.,11_cod_modal,0,Sarah wants to catch a cod,unexp,modal,and it made a fantastic dinner.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1313,cond36,The card would have arrived too late.,The letter would have arrived too late.,9_letter_doubt_know_nonref,1,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card.,unexp,doubt_know,The card would have arrived too late.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1313,cond36,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1313,cond36,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1313,cond36,It was taller than she expected.,It was taller than she expected.,3_bear_know,1,I know that Carol saw a bear at the zoo.,exp,know,It's not a big deal.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1313,cond36,The cocktail was served in a plastic cup.,The cocktail was served in a plastic cup.,7_beer_negation_affirmative_ref,0,Sam didn't order a beer at the bar but he ordered a cocktail.,exp,negation_affirmative,The beer was served in a plastic cup.,[],36,34,Yes,I have none!,3,1,$1.00,Male,English,Italian,No,Chrome,Windows,1080,1920,9.984933333333334,
1306,cond65,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1306,cond65,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1306,cond65,and it looks amazing on her.,and it looks amazing on her.,5_shirt_affirmative,0,Mary found a shirt at the store,exp,affirmative,and it's not a big deal.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1306,cond65,The shed that she designed would not have fit on her lot.,The shed that she designed would not have fit on her lot.,16_house_affirmative_modal_nonref,1,Lisa built a house but she wanted to build a shed.,exp,affirmative_modal,The house that she designed would not have fit on her lot.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1306,cond65,It was delivered the next day.,It's not a big deal.,13_bed_doubt,0,I doubt that Luke bought a bed.,unexp,doubt,It was delivered the next day.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1306,cond65,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1306,cond65,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1306,cond65,His dog follows him everywhere he goes.,His dog follows him everywhere he goes.,1_dog_managed_failed_ref,1,John managed to adopt a dog but failed to adopt a cat.,exp,managed_failed,His cat follows him everywhere he goes.,[],65,20,Yes,,2,2,$0.35,Male,English,,no,Safari,Mac,900,1440,1.7406833333333334,
1050,cond65,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
1050,cond65,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
1050,cond65,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],65,20,Yes,,2,1,0.50,Male,English,Creole,,Chrome,Mac,900,1440,8.556233333333333,
